iter	MultiClass
202	0.4604586124
203	0.4593286697
204	0.4584145196
205	0.4579301989
206	0.4572199484
207	0.4566790409
208	0.4556885347
209	0.4553977037
210	0.4551436674
211	0.4545979033
212	0.4539315465
213	0.453413622
214	0.4526788683
215	0.4522372558
216	0.4515126508
217	0.4511111078
218	0.4502825107
219	0.4494806166
220	0.448709281
221	0.4476858674
222	0.4469622075
223	0.4460857479
224	0.4452200198
225	0.4441474078
226	0.4436647991
227	0.4428191615
228	0.4423521873
229	0.4416214444
230	0.4408366651
231	0.4397344854
232	0.4388938365
233	0.438276517
234	0.437607531
235	0.4372648013
236	0.4367653581
237	0.4356778699
238	0.4350801456
239	0.434469702
240	0.4333389371
241	0.4330159282
242	0.4323322146
243	0.4315810786
244	0.4311055526
245	0.4302084552
246	0.4297479968
247	0.4285371495
248	0.4280080617
249	0.4276084657
250	0.4270793391
251	0.4265809976
252	0.4260557892
253	0.425421278
254	0.4250355938
255	0.4247006246
256	0.4240920845
257	0.4236906918
258	0.4230746315
259	0.4227853137
260	0.4220315128
261	0.4212337456
262	0.4206906549
263	0.4198527139
264	0.4192180549
265	0.4187701897
266	0.4182408823
267	0.4176153992
268	0.417414643
269	0.4168567337
270	0.4163309991
271	0.4155970546
272	0.4152702253
273	0.4145870178
274	0.4140768873
275	0.413541462
276	0.4125977497
277	0.4118945054
278	0.4114541907
279	0.4109916487
280	0.4101163978
281	0.4095878582
282	0.4088146347
283	0.4082124223
284	0.4077181039
285	0.4070000907
286	0.4066695518
287	0.4062647838
288	0.4059634644
289	0.4054038963
290	0.4047980052
291	0.4045718358
292	0.4041189791
293	0.4032454824
294	0.4023401237
295	0.4017313935
296	0.401395033
297	0.4007474194
298	0.4001455289
299	0.3998470259
300	0.3992739935
301	0.3985802929
302	0.3981351056
303	0.3972892791
304	0.3967795532
305	0.3962480035
306	0.3960278177
307	0.3954323414
308	0.3947968971
309	0.3942838381
310	0.3938371493
311	0.393495453
312	0.3927505638
313	0.392220101
314	0.3919235366
315	0.3915341768
316	0.3910017755
317	0.3903940115
318	0.3900724897
319	0.3891436278
320	0.3885349693
321	0.3879090583
322	0.3875280984
323	0.3870424648
324	0.3864593381
325	0.3858520032
326	0.3852506422
327	0.3848366311
328	0.3842474791
329	0.3836593538
330	0.3831210672
331	0.3822363224
332	0.3817714904
333	0.3812244438
334	0.3802429273
335	0.3796737113
336	0.3793446458
337	0.3789058163
338	0.3784905811
339	0.3782797213
340	0.3774050517
341	0.376918481
342	0.3761858527
343	0.3756943958
344	0.3752261546
345	0.3746216529
346	0.3739776261
347	0.3737095691
348	0.3735127659
349	0.3733136317
350	0.3729334399
351	0.3724834877
352	0.3718662674
353	0.3715092067
354	0.3711568525
355	0.3706923135
356	0.3702297305
357	0.369678949
358	0.3692150682
359	0.3689928303
360	0.3686161653
361	0.3682613819
362	0.3681071973
363	0.3675509165
364	0.3671107235
365	0.3663462836
366	0.3659164038
367	0.3656207927
368	0.3650034277
369	0.3648013954
370	0.3644874565
371	0.3639432236
372	0.3635945386
373	0.3631986999
374	0.3627462202
375	0.362327272
376	0.3614798856
377	0.3610311058
378	0.360599393
379	0.3601940317
380	0.3599839646
381	0.3594982158
382	0.3588259672
383	0.3585492732
384	0.3579387924
385	0.3575666245
386	0.3573782564
387	0.3567048978
388	0.3560980477
389	0.3558065682
390	0.3554688091
391	0.3551321975
392	0.3545269811
393	0.3540256869
394	0.3537871521
395	0.353497181
396	0.3530296212
397	0.3527954675
398	0.3523330461
399	0.3517142941
400	0.3513361099
401	0.3509176842
402	0.3503003998
403	0.3500405657
404	0.3493256517
405	0.3489096954
406	0.3486385671
407	0.3483038789
408	0.3477967344
409	0.3473853124
410	0.3470743051
411	0.3467774849
412	0.3462913972
413	0.3461097281
414	0.3457426405
415	0.3451432664
416	0.3445491444
417	0.3442355563
418	0.3438519095
419	0.3436108069
420	0.3434063894
421	0.3431086343
422	0.3425891691
423	0.3423055569
424	0.3419468939
425	0.3415979662
426	0.3410730677
427	0.3405839855
428	0.3403029372
429	0.3398313966
430	0.3394523053
431	0.3392004355
432	0.3389536526
433	0.3386042589
434	0.338350187
435	0.3379441713
436	0.3374495439
437	0.3371555805
438	0.3367385672
439	0.3364891468
440	0.3360879152
441	0.3355893601
442	0.3352996176
443	0.334966463
444	0.3347930464
445	0.3345929292
446	0.3338811909
447	0.3336920486
448	0.3333526708
449	0.3330931163
450	0.3328439967
451	0.3326116076
452	0.3321911828
453	0.3319183953
454	0.3316263623
455	0.3313334302
456	0.3309375272
457	0.3307113709
458	0.3301913553
459	0.3297538769
460	0.3294546504
461	0.329062144
462	0.3288867722
463	0.3286142564
464	0.3283445449
465	0.3277182642
466	0.3272440327
467	0.327109554
468	0.3267132235
469	0.3265176866
470	0.3263849917
471	0.3261058796
472	0.3257307211
473	0.3254912703
474	0.3250961526
475	0.3248829119
476	0.324588554
477	0.3244823877
478	0.3243237642
479	0.3241462419
480	0.3239107992
481	0.3236967414
482	0.3233769228
483	0.3231831934
484	0.3228610756
485	0.3223668222
486	0.3217196531
487	0.3213529464
488	0.3208794944
489	0.3205150982
490	0.3203482279
491	0.3200533898
492	0.3195463861
493	0.3192443447
494	0.3190971665
495	0.3189241365
496	0.3187241856
497	0.3183299919
498	0.3181576601
499	0.3178800536
500	0.3173993208
501	0.3170997689
502	0.3168607991
503	0.3165748201
504	0.3163999791
505	0.3160748982
506	0.3159375585
507	0.3158176456
508	0.315622775
509	0.3152348695
510	0.3148612382
511	0.3146713867
512	0.3143030292
513	0.3139867452
514	0.3135540255
515	0.3131463369
516	0.3129872874
517	0.3127021533
518	0.3123897855
519	0.3121493639
520	0.3118833067
521	0.3116712806
522	0.3113226191
523	0.3110667023
524	0.3108962119
525	0.3104256223
526	0.3098316382
527	0.30958982
528	0.309129096
529	0.3088650607
530	0.3085923657
531	0.3081573659
532	0.3080478423
533	0.3077498566
534	0.3075854585
535	0.3072884846
536	0.3069553627
537	0.3067169429
538	0.3065325626
539	0.3062325962
540	0.3060827342
541	0.3057845769
542	0.3055774938
543	0.3054723093
544	0.3053515945
545	0.3046372618
546	0.3042462795
547	0.3040632055
548	0.3034459988
549	0.3031230793
550	0.3028326626
551	0.3025718396
552	0.3023206556
553	0.3020229149
554	0.3015322516
555	0.3014219445
556	0.3010521702
557	0.3009663576
558	0.3007313973
559	0.3000385334
560	0.2996918441
561	0.2993213337
562	0.2989725148
563	0.2986228346
564	0.2984492912
565	0.2982559121
566	0.2980744193
567	0.2977489332
568	0.297507566
569	0.2970795168
570	0.2965453077
571	0.2962551637
572	0.2958227843
573	0.2952574672
574	0.2950570104
575	0.2947082686
576	0.2942559956
577	0.2940578089
578	0.2937601594
579	0.293516976
580	0.2933184541
581	0.2930454327
582	0.2928826859
583	0.2925226257
584	0.2920598109
585	0.2916811816
586	0.2914746257
587	0.2907575371
588	0.290448786
589	0.2901721505
590	0.2899171354
591	0.2896555378
592	0.2894242772
593	0.288903213
594	0.2887539274
595	0.2883649468
596	0.2880249691
597	0.287708816
598	0.2873325441
599	0.2869269562
600	0.2866678126
601	0.286491095
602	0.2861202138
603	0.2859224476
604	0.2858222207
605	0.2856800435
606	0.2852838068
607	0.2849853504
608	0.2847765108
609	0.2845033946
610	0.284114823
611	0.2836539544
612	0.2835727087
613	0.2834168017
614	0.2831909331
615	0.2826350807
616	0.2824644543
617	0.2821675045
618	0.2819740969
619	0.2817824967
620	0.2817279941
621	0.2815299652
622	0.2813272483
623	0.2810659646
624	0.2809054183
625	0.2806732543
626	0.2804809249
627	0.2801727846
628	0.2799777362
629	0.2796018583
630	0.2793370551
631	0.279037335
632	0.2787449245
633	0.2785756892
634	0.2783187158
635	0.2779908562
636	0.2777073856
637	0.2774685056
638	0.2773627972
639	0.2769471471
640	0.2765852423
641	0.2764530224
642	0.2762945949
643	0.2762525121
644	0.2760359123
645	0.2759283073
646	0.2756582317
647	0.2755776526
648	0.2753752302
649	0.2751431304
650	0.2749847796
651	0.27479478
652	0.2745647479
653	0.2742500359
654	0.2741045915
655	0.2738219362
656	0.2734394395
657	0.2730187316
658	0.2728004082
659	0.2725269279
660	0.2723314123
661	0.2720947399
662	0.2719402891
663	0.2717615102
664	0.271527619
665	0.2711986687
666	0.2707144551
667	0.2705363427
668	0.2703514439
669	0.2701941786
670	0.2700345878
671	0.2696504956
672	0.2693212659
673	0.2690733383
674	0.2688383801
675	0.2686006189
676	0.2683835779
677	0.2682027908
678	0.2680354232
679	0.267870484
680	0.2676004821
681	0.2673127719
682	0.2671842421
683	0.2670453597
684	0.266866201
685	0.2667362289
686	0.2663347017
687	0.266042799
688	0.2655473429
689	0.2653493458
690	0.2652436678
691	0.2649975562
692	0.2644699643
693	0.2641216162
694	0.2639032652
695	0.2636936779
696	0.26330481
697	0.2631495412
698	0.2629173804
699	0.2625631
700	0.2621357668
701	0.2619884595
702	0.261899825
703	0.2617568797
704	0.2614356291
705	0.2611315409
706	0.2608994941
707	0.2605303474
708	0.2603722292
709	0.2602897926
710	0.259979054
711	0.2597778498
712	0.259492533
713	0.2590067016
714	0.25884323
715	0.2585478995
716	0.2583771116
717	0.2581665249
718	0.2579460692
719	0.2577520065
720	0.2575723571
721	0.257382236
722	0.2572751922
723	0.2570839015
724	0.2568581383
725	0.256601304
726	0.2564741387
727	0.2561638794
728	0.255978275
729	0.2559047562
730	0.2555611472
731	0.2552509079
732	0.2551494783
733	0.2547324672
734	0.254597981
735	0.2543717203
736	0.2541541163
737	0.253989315
738	0.2537331043
739	0.2535536504
740	0.2533605069
741	0.2532111251
742	0.2529777838
743	0.2525141629
744	0.2523716446
745	0.2521060974
746	0.2518391424
747	0.2516382595
748	0.2514899175
749	0.2512933064
750	0.2509885635
751	0.2506324666
752	0.2504034805
753	0.2501848594
754	0.2497993186
755	0.2495032092
756	0.2494266081
757	0.2493098207
758	0.2491200998
759	0.2488767451
760	0.2485555801
761	0.2484013047
762	0.2482044367
763	0.2479525781
764	0.2477368401
765	0.2474806801
766	0.2472858273
767	0.2470733922
768	0.2468113573
769	0.2465551404
770	0.2462843444
771	0.2461787591
772	0.2460035051
773	0.2458235562
774	0.2456217261
775	0.2452686727
776	0.2450473116
777	0.244890745
778	0.2444651119
779	0.244168867
780	0.2440808335
781	0.243969468
782	0.2438682185
783	0.2435512362
784	0.2431926602
785	0.2429859287
786	0.2428513395
787	0.2426174854
788	0.2424335865
789	0.2421709323
790	0.2420376721
791	0.2418135265
792	0.2416553264
793	0.2414353798
794	0.2412268016
795	0.2410427695
796	0.2409413021
797	0.2405475199
798	0.2404182431
799	0.2402000521
800	0.2398896206
801	0.2396248004
802	0.2394887595
803	0.2392910994
804	0.2390380571
805	0.2389133808
806	0.2387210454
807	0.2384444857
808	0.2382559204
809	0.2381230216
810	0.2380050321
811	0.2377292761
812	0.2376042734
813	0.2374384015
814	0.2371545341
815	0.237090905
816	0.2368758879
817	0.2366006504
818	0.2364325772
819	0.2361665201
820	0.2359499567
821	0.2357723824
822	0.2356136062
823	0.2354430404
824	0.2353298587
825	0.235089801
826	0.2348675965
827	0.234757347
828	0.2345695554
829	0.2343402482
830	0.234204978
831	0.2339824682
832	0.2338272179
833	0.2336038114
834	0.2332524563
835	0.2331082206
836	0.2329838836
837	0.2328627684
838	0.2324592359
839	0.2323001218
840	0.2320870844
841	0.2319338588
842	0.231790844
843	0.2316578765
844	0.2314884124
845	0.2312270465
846	0.2309457058
847	0.2307819402
848	0.2304860929
849	0.2301200074
850	0.2299851284
851	0.2297602617
852	0.2295428708
853	0.2292089835
854	0.2289783394
855	0.2286203238
856	0.2285279277
857	0.228280064
858	0.227940544
859	0.2276535464
860	0.2274748712
861	0.227384833
862	0.2272443392
863	0.2270757177
864	0.2269546071
865	0.2266773776
866	0.226457695
867	0.2261201285
868	0.2259988277
869	0.2258160821
870	0.2256927444
871	0.2254303576
872	0.2252824327
873	0.2251034975
874	0.2248005276
875	0.2246923778
876	0.2246002248
877	0.2242260866
878	0.2240138432
879	0.2238288304
880	0.2236364873
881	0.2235079153
882	0.2233289832
883	0.2231396026
884	0.2230452124
885	0.2226369234
886	0.2225271916
887	0.2223482547
888	0.2220869334
889	0.2219602432
890	0.2217586231
891	0.2216387914
892	0.2214482029
893	0.2213406946
894	0.2211157083
895	0.2210114446
896	0.2207393612
897	0.2204409008
898	0.2202441522
899	0.2201319612
900	0.2199680892
901	0.2197144947
902	0.2195511111
903	0.2193990762
904	0.2191848958
905	0.218981297
906	0.2188533479
907	0.2187477358
908	0.2183983596
909	0.2182883362
910	0.2181099029
911	0.2178797073
912	0.2177328308
913	0.2174345422
914	0.2173086224
915	0.2172307084
916	0.2170698387
917	0.2169574104
918	0.2167460143
919	0.2165322048
920	0.2164094837
921	0.2162769273
922	0.2161217177
923	0.2159077722
924	0.215751796
925	0.2154367175
926	0.215329935
927	0.2151668667
928	0.2149857038
929	0.2147179779
930	0.2146473451
931	0.214485508
932	0.2143700818
933	0.214257186
934	0.2140889976
935	0.2138493993
936	0.2136832866
937	0.2136142232
938	0.2132701282
939	0.2130485315
940	0.2128998487
941	0.212714081
942	0.2125981338
943	0.2123907131
944	0.2121936949
945	0.2117815908
946	0.2116236207
947	0.211547991
948	0.2114532608
949	0.211156611
950	0.21094561
951	0.2107853463
952	0.2107088324
953	0.2105431708
954	0.2104431788
955	0.2103179374
956	0.2101650059
957	0.2099664459
958	0.2097382183
959	0.209571509
960	0.2094616318
961	0.2093208602
962	0.2091392017
963	0.2089478214
964	0.2088141805
965	0.2087166653
966	0.2086157689
967	0.2085083463
968	0.208376415
969	0.208166171
970	0.2080249128
971	0.207887175
972	0.207640153
973	0.2075688601
974	0.2074192123
975	0.2073307325
976	0.2071807598
977	0.2069937575
978	0.206864887
979	0.2066623223
980	0.2065240631
981	0.2063399865
982	0.2061794424
983	0.2060426263
984	0.2059943646
985	0.205679899
986	0.2054732077
987	0.2053968936
988	0.2050475269
989	0.2048682435
990	0.2047641741
991	0.2045992568
992	0.2043724054
993	0.2042300488
994	0.2039961237
995	0.2037761196
996	0.203726605
997	0.2035959764
998	0.2034752133
999	0.2033143868
